region,dp,ymv.bui,ysloot.1d,xmv.bin,xsloot.1a,xsloot.1c,xsloot.1d,xsloot.1b,xweg.1,xteen.1,xberm.1a,xberm.1b,xkruin.1,xkruin.2,xberm.2a,xberm.2b,xteen.2,xweg.2,xsloot.2,xmvb.bui,ymv.bin,ysloot.1a,ysloot.1c,ysloot.1d,ysloot.1b,yweg.1,yteen.1,yberm.1a,yberm.1b,ykruin.1,ykruin.2,yberm.2a,yberm.2b,yteen.2,yweg.2,ysloot.2
Os,1048.0,-1.58,-1.87,-200.01,-73.01,-71.51,-35.47,-33.01,-28.01,-22.01,-20.01,-15.88,-3.068,-0.108,7.037,11.771,29.415,36.99,37.99,37.99,-1.39,-0.87,-1.87,-1.87,-0.233,1.151,1.307,1.891,1.822,6.78,6.67,4.35,4.06,-0.8,-1.557,-1.58
Os,1049.0,-1.684,-1.89,-103.01,-82.01,-80.51,-35.41,-33.01,-25.01,-14.332,-2.729,-2.729,-2.729,-0.049,7.378,12.392,29.527,34.99,34.99,37.99,-0.888,-0.888,-1.89,-1.89,-0.286,1.667,2.12,6.8,6.8,6.8,6.79,4.31,4.07,-0.8,-0.835,-0.835
Os,1050.0,-1.7117,-1.93,-200.58,-78.58,-77.08,-24.44,-18.58,-18.58,-14.828,-3.76,-3.76,-3.76,0.651,8.808,20.307,37.992,45.42,48.42,48.42,-0.9667,-0.9264,-1.93,-1.93,1.9836,1.9836,2.14,6.85,6.85,6.85,6.83,4.75,4.06,-1.02,-1.069,-1.7117
Os,1051.0,-1.364,-2.12,-200.0,-72.0,-69.82,-35.5,-34.0,-26.0,-22.0,-20.0,-14.0,-3.398,-0.236,5.063,8.871,30.08,31.0,35.09,35.09,-0.9,-0.666,-2.12,-2.12,-1.121,-0.939,0.412,1.355,1.529,6.06,6.05,4.38,4.15,-1.3,-0.9,-1.364
Os,1052.0,-1.26,-2.37,-201.0,-53.0,-50.67,-43.5,-42.0,-23.0,-21.0,-18.0,-12.0,-2.346,-0.003,6.267,12.446,31.21,36.21,37.0,38.0,-1.128,-0.817,-2.37,-2.37,-1.368,-0.503,0.297,1.589,1.914,5.95,6.01,4.55,4.12,-1.3,-0.976,-1.33
Os,1053.0,-1.142,-1.74,-201.0,-57.0,-54.95,-39.5,-38.0,-35.0,-24.0,-19.0,-12.0,-2.623,-0.01,5.827,9.716,29.024,34.02,34.02,34.02,-1.15,-0.38,-1.74,-1.74,-0.745,-0.457,-0.408,1.49,2.027,6.1,6.15,4.4,4.14,-1.3,-1.142,-1.142
Os,1054.0,-1.52,-1.6,-200.41,-78.41,-76.98,-73.61,-72.41,-24.41,-24.41,-17.41,-11.41,-2.683,0.3,6.095,9.939,29.483,34.59,34.59,35.59,-0.649,-0.649,-1.6,-1.6,-0.801,-0.32,-0.32,1.749,2.122,6.15,6.14,4.36,4.16,-1.3,-1.104,-1.104
Os,1055.0,-1.27,-1.6,-200.8,-73.8,-72.0,-69.99,-68.8,-27.8,-21.8,-18.8,-10.8,-2.324,0.365,5.648,9.358,28.822,35.2,35.2,36.2,-0.402,-0.402,-1.6,-1.6,-0.804,-0.434,0.029,1.552,2.314,6.1,6.06,4.34,4.13,-1.3,-1.3,-1.3
Os,1056.0,-1.613,-1.6,-200.61,-49.61,-47.23,-46.96,-45.61,-25.61,-21.721,-16.944,-11.456,-1.716,0.612,5.255,9.319,26.362,28.39,32.39,39.39,-0.05,-0.016,-1.6,-1.6,-0.702,-0.438,0.39,2.06,2.23,6.08,6.02,4.42,4.15,-0.72,-0.514,-1.032
Os,1057.0,-1.526,-1.6,-200.36,-38.36,-36.23,-34.48,-33.36,-22.36,-20.935,-5.206,-5.206,-5.206,5.111,5.111,16.43,34.015,44.02,46.64,46.64,-0.183,-0.183,-1.6,-1.6,-0.851,-0.409,-0.33,6.04,6.04,6.04,5.74,5.74,4.16,-0.96,-1.376,-1.526
Os,1058.0,-1.581,-2.5,-200.96,-52.96,-49.38,-48.03,-45.96,-21.96,-21.96,-18.96,-13.96,-2.698,0.151,5.897,10.215,28.38,38.04,38.04,44.04,-0.111,-0.111,-2.5,-2.5,-1.118,-0.459,-0.459,1.215,1.622,6.13,6.21,4.25,3.96,-0.96,-1.126,-1.126
Os,1059.0,-1.69,-2.5,-119.66,-49.66,-47.49,-47.18,-44.66,-23.66,-23.66,-20.66,-13.05,-2.701,0.224,5.452,9.788,27.821,33.34,39.34,39.34,-0.689,-0.689,-2.5,-2.5,-0.396,-0.095,-0.095,1.049,1.692,6.17,6.19,4.23,3.91,-0.96,-1.058,-1.69
Os,1060.0,-1.713,-1.03,-186.42,-117.42,-115.82,-112.92,-111.42,-25.42,-20.42,-17.42,-11.42,-2.769,0.271,5.975,10.587,31.437,41.58,41.58,41.58,0.036,0.036,-1.03,-1.03,-0.028,-0.154,0.302,1.289,1.801,6.18,6.2,4.23,3.89,-1.7,-1.713,-1.713
Os,1061.0,-1.65,-1.2,-128.43,-43.43,-41.74,-41.52,-40.43,-21.43,-19.628,-4.094,-4.094,-4.094,1.08,6.979,10.362,30.019,40.57,40.57,40.57,0.01,0.01,-1.2,-1.2,-0.419,-0.201,-0.39,6.06,6.06,6.06,5.98,4.15,4.02,-1.5,-1.65,-1.65
Os,1062.0,-1.476,-2.41,-103.92,-94.92,-92.01,-91.72,-89.92,-18.82,-18.817,-6.383,-6.383,-6.383,0.079,5.367,9.477,28.784,35.08,35.08,35.08,-0.471,-0.402,-2.41,-2.41,-1.172,-0.755,-0.91,5.73,5.73,5.73,5.9,4.19,4.02,-1.5,-1.476,-1.476
Os,1063.0,-1.466,-2.43,-92.8,-82.8,-79.64,-78.36,-75.8,-54.8,-32.8,-20.8,-12.8,-6.784,0.492,4.561,8.996,28.351,34.2,34.2,34.2,-0.631,-0.326,-2.43,-2.43,-0.723,-0.821,-0.651,3.172,3.995,5.92,6.13,4.35,4.07,-1.5,-1.466,-1.466
Os,1064.0,-1.436,-2.43,-124.47,-70.47,-68.05,-62.77,-60.47,-30.47,-18.47,-4.704,-4.704,-4.704,0.094,4.738,9.038,28.229,28.53,28.53,34.53,-0.814,-0.814,-2.43,-2.43,-0.896,-0.41,0.231,6.15,6.15,6.15,6.23,4.27,4.04,-1.5,-0.998,-0.998
Os,1065.0,-1.528,-2.32,-200.34,-64.34,-62.0,-58.24,-56.34,-22.34,-16.916,-4.887,-4.887,-4.887,-0.03,4.66,8.932,28.245,28.66,28.66,43.66,-0.759,-0.759,-2.32,-2.32,-1.05,-0.294,0.65,6.11,6.11,6.11,6.21,4.28,4.03,-1.5,-0.958,-0.958
Os,1066.0,-1.661,-2.32,-200.61,-57.61,-55.02,-49.66,-47.61,-19.61,-17.097,-4.518,-4.518,-4.518,0.105,5.174,9.34,27.121,42.39,42.39,47.39,-0.593,-0.593,-2.32,-2.32,-0.951,-0.274,0.79,6.21,6.21,6.21,6.34,4.32,4.05,-1.0,-1.588,-1.588
Os,1067.0,-1.597,-2.2,-200.75,-59.75,-56.06,-51.14,-48.75,-18.75,-17.496,-4.294,-4.294,-4.294,0.191,5.344,9.686,26.975,28.25,50.25,53.25,0.258,0.258,-2.2,-2.2,-0.607,-0.151,0.37,6.19,6.19,6.19,6.17,4.39,4.11,-1.0,-0.644,-1.607
Os,1068.0,-1.58,-1.91,-201.5,-59.5,-57.58,-57.24,-55.5,-55.5,-39.76,-25.928,-24.031,-16.815,-0.628,1.115,6.82,37.874,41.5,65.5,67.5,-0.85,-0.63,-1.91,-1.91,-0.749,-0.749,-0.52,4.21,4.44,6.85,7.07,6.65,6.51,-1.2,-0.158,-1.657
Os,1069.0,-1.617,-2.66,-144.34,-66.34,-64.23,-61.07,-58.34,-52.34,-23.119,-19.114,-14.115,-2.793,-0.05,5.472,9.03,27.276,35.66,35.66,44.66,-1.314,-1.25,-2.66,-2.66,-0.838,-0.219,1.32,1.96,2.42,7.17,7.2,5.18,5.03,-0.22,-1.1,-1.1
Os,1070.0,-1.604,-2.66,-169.64,-65.64,-63.96,-62.58,-60.64,-55.64,-15.381,-3.696,-3.696,-3.696,-0.568,5.154,8.524,28.343,35.36,40.36,40.36,-1.556,-1.537,-2.66,-2.66,-1.369,-0.454,1.71,7.12,7.12,7.12,7.14,5.2,5.06,-0.33,-1.042,-1.604
Os,1071.0,-1.649,-2.66,-200.13,-68.13,-66.26,-61.18,-59.13,-56.13,-15.508,-3.385,-3.385,-3.385,0.044,4.531,8.165,28.065,32.87,36.87,42.87,-1.724,-1.416,-2.66,-2.66,-1.29,-0.372,1.54,6.82,6.82,6.82,6.86,5.24,5.05,-0.3,-0.436,-1.225
Os,1072.0,-1.594,-2.66,-200.55,-66.55,-64.7,-60.74,-58.55,-48.55,-15.424,-3.319,-3.319,-3.319,0.128,5.247,8.297,28.486,32.45,35.45,40.45,-1.614,-1.424,-2.66,-2.66,-1.198,-0.221,1.59,6.84,6.84,6.84,6.89,5.19,5.05,-0.6,-0.448,-1.275
Os,1073.0,-1.602,-2.66,-200.23,-142.23,-139.95,-61.84,-60.23,-56.23,-14.68,-2.618,-2.618,-2.618,0.394,6.781,9.832,29.965,34.97,36.77,44.77,-1.143,-1.143,-2.66,-2.66,-1.587,-0.743,1.47,6.92,6.92,6.92,6.91,5.18,5.03,-0.37,-0.484,-1.069
Os,1074.0,-1.474,-2.66,-200.0,-154.0,-151.12,-61.92,-60.0,-55.0,-14.657,-2.326,-2.326,-2.326,0.211,4.859,8.631,28.796,33.8,36.0,40.0,-0.738,-0.738,-2.66,-2.66,-1.381,-0.366,1.47,6.96,6.96,6.96,6.91,5.24,5.03,-0.44,-0.54,-1.182
Os,1075.0,-1.429,-2.55,-202.0,-146.0,-143.59,-60.31,-58.0,-53.0,-15.079,-2.699,-2.699,-2.699,0.332,5.729,9.39,29.628,33.0,35.0,42.0,-1.027,-0.945,-2.55,-2.55,-1.009,-0.318,1.41,6.79,6.79,6.79,6.91,5.24,5.03,-0.27,-0.166,-0.857
Os,1076.0,-1.603,-2.55,-132.4,-102.4,-100.54,-53.25,-51.4,-44.4,-28.783,-18.042,-5.926,-2.55,0.288,5.052,14.848,34.574,38.6,41.6,50.6,-1.44,-1.311,-2.55,-2.55,-1.314,0.086,0.42,4.83,5.17,6.72,6.83,5.48,5.01,-0.2,-0.189,-1.087
Os,1077.0,-1.617,-2.6,-181.9,-55.9,-53.94,-51.83,-47.9,-47.9,-29.651,-20.842,-8.23,-2.469,0.318,7.376,13.175,32.714,38.1,39.1,48.1,-1.463,-1.291,-2.6,-2.6,0.022,0.022,0.57,3.84,4.37,6.8,6.77,5.3,5.09,-0.31,-0.312,-0.856
Os,1078.0,-1.522,-2.6,-189.56,-174.56,-172.87,-50.34,-48.56,-38.56,-29.419,-19.08,-16.741,-2.712,0.594,5.955,10.098,29.906,35.44,37.44,48.44,-1.474,-1.474,-2.6,-2.6,-1.416,0.142,0.26,0.64,0.69,6.8,6.85,5.27,5.03,-0.34,-0.303,-0.82
Os,1079.0,-1.588,-2.62,-189.34,-109.34,-107.59,-41.95,-40.34,-40.34,-39.169,-22.022,-16.055,-2.986,0.712,4.936,9.423,30.057,35.66,37.66,44.66,-1.58,-1.452,-2.62,-2.62,-1.544,-1.544,-1.36,1.25,1.41,6.78,6.86,5.31,5.03,-0.49,-0.31,-0.998
Os,1080.0,-1.056,-2.62,-178.63,-48.63,-46.79,-46.48,-44.63,-36.63,-30.729,-19.97,-11.031,-6.899,0.989,0.989,4.157,26.58,28.37,65.37,77.37,-1.481,-1.26,-2.62,-2.62,-1.247,0.606,0.93,5.05,5.66,6.95,6.67,6.67,6.6,0.5,0.685,-0.902
